Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META,NFLX,NFLX,NFLX,NFLX,NFLX
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-22 14:30:00+00:00,217.43800354003906,218.9600067138672,216.91000366210938,218.73989868164062,6425894,260.0,261.1300048828125,257.6401062011719,258.4299011230469,5930214,253.9250030517578,257.17999267578125,252.8699951171875,253.67999267578125,3974722,732.5499877929688,736.6334838867188,729.6300048828125,729.6300048828125,1388235,1123.280029296875,1125.469970703125,1114.6500244140625,1117.4200439453125,2607312
2025-10-22 15:30:00+00:00,218.74000549316406,219.75999450683594,218.3800048828125,218.97000122070312,3499390,258.45001220703125,259.489990234375,258.04998779296875,258.54998779296875,3763921,253.72000122070312,254.8300018310547,252.27999877929688,252.4600067138672,2073807,729.6599731445312,733.4600219726562,728.3400268554688,730.02001953125,645997,1117.385009765625,1124.52001953125,1115.783447265625,1119.0150146484375,1299285
2025-10-22 16:30:00+00:00,218.9600067138672,219.05999755859375,217.47999572753906,217.8000030517578,4014663,258.54998779296875,258.7699890136719,256.29998779296875,256.69140625,4679141,252.41000366210938,252.77000427246094,250.4510040283203,251.58999633789062,1843035,730.510009765625,730.7100219726562,724.8699951171875,727.1699829101562,682730,1118.9200439453125,1119.5399169921875,1112.51904296875,1115.4449462890625,1209837
2025-10-22 17:30:00+00:00,217.78500366210938,217.80999755859375,216.52000427246094,217.30499267578125,4435868,256.6700134277344,257.0798034667969,255.42999267578125,256.5509948730469,4221043,251.5800018310547,252.22000122070312,250.62420654296875,251.97109985351562,1352067,726.6400146484375,729.1799926757812,724.030029296875,728.9276733398438,629279,1115.43994140625,1123.6800537109375,1114.5,1123.3599853515625,1022550
2025-10-22 18:30:00+00:00,217.30499267578125,218.3300018310547,217.00999450683594,218.27000427246094,3707985,256.54998779296875,257.67999267578125,256.1400146484375,257.510009765625,3195141,251.97000122070312,252.75999450683594,251.57640075683594,252.44000244140625,1246308,728.9450073242188,732.8400268554688,728.5,732.510009765625,849802,1123.1400146484375,1125.8499755859375,1115.5999755859375,1116.2950439453125,964885
2025-10-22 19:30:00+00:00,218.2899932861328,218.3800048828125,217.54100036621094,217.97000122070312,3486824,257.5199890136719,258.80999755859375,257.42999267578125,258.42999267578125,4263522,252.39999389648438,252.75999450683594,251.67999267578125,252.52000427246094,1323816,732.510009765625,733.7000122070312,732.25,733.2999877929688,723970,1116.5400390625,1121.4722900390625,1115.157958984375,1116.68994140625,1005395
2025-10-23 13:30:00+00:00,218.94500732421875,220.80999755859375,218.17999267578125,219.88560485839844,7973740,259.8900146484375,260.1799011230469,258.0101013183594,259.4798889160156,6251007,253.85000610351562,255.86000061035156,252.76829528808594,254.6300048828125,2944025,734.7000122070312,742.4099731445312,733.47998046875,739.5,2157239,1126.9000244140625,1127.8284912109375,1106.8900146484375,1110.844970703125,2028338
2025-10-23 14:30:00+00:00,219.91000366210938,220.64999389648438,219.75,220.27139282226562,3341363,259.4200134277344,259.67999267578125,258.7300109863281,259.3999938964844,2852790,254.64959716796875,255.61000061035156,253.9499969482422,254.8249969482422,1090464,739.77001953125,740.989990234375,737.780029296875,740.5399780273438,945101,1110.7501220703125,1115.47998046875,1103.52001953125,1105.369873046875,867873
2025-10-23 15:30:00+00:00,220.26499938964844,220.36000061035156,219.3914031982422,220.07000732421875,2236159,259.3999938964844,260.6199035644531,259.0834045410156,260.0400085449219,3168121,254.8699951171875,255.57989501953125,254.22000122070312,255.35009765625,1033282,740.760009765625,742.0800170898438,737.717529296875,738.52001953125,891092,1105.0,1108.6400146484375,1099.72998046875,1108.5450439453125,1203518
2025-10-23 16:30:00+00:00,220.05999755859375,220.68380737304688,219.75,219.77499389648438,2049627,260.04998779296875,260.54998779296875,259.5199890136719,259.8599853515625,2574209,255.38999938964844,255.47999572753906,254.41000366210938,254.61000061035156,1062244,738.39501953125,739.2426147460938,735.8800048828125,736.2000122070312,659913,1108.4959716796875,1116.5,1107.1099853515625,1111.3299560546875,834786
2025-10-23 17:30:00+00:00,219.76010131835938,220.7198028564453,219.6999969482422,220.60000610351562,2077692,259.8800048828125,260.42498779296875,259.8299865722656,259.9700012207031,3320192,254.64999389648438,255.38400268554688,254.58999633789062,255.3699951171875,621593,736.0999755859375,738.1099853515625,734.739990234375,735.22998046875,1555111,1111.725341796875,1117.280029296875,1111.3399658203125,1116.06005859375,524860
2025-10-23 18:30:00+00:00,220.58999633789062,221.2198028564453,220.25,220.96499633789062,2865120,259.9700012207031,260.0199890136719,259.6199951171875,259.8999938964844,2237171,255.36500549316406,255.38499450683594,254.2899932861328,254.4199981689453,1475381,735.2899780273438,735.8499755859375,733.10498046875,734.5250244140625,848857,1116.0980224609375,1117.780029296875,1113.330078125,1115.280029296875,465731
2025-10-23 19:30:00+00:00,220.97000122070312,221.3000030517578,220.6699981689453,221.08999633789062,4595149,259.9100036621094,260.04998779296875,259.0799865722656,259.5799865722656,3143856,254.44000244140625,254.5377960205078,253.30999755859375,253.74000549316406,2016241,734.5449829101562,735.3599853515625,733.5,734.0,1030315,1115.5999755859375,1117.2900390625,1113.0,1113.199951171875,533684
2025-10-24 13:30:00+00:00,221.97000122070312,224.63999938964844,221.89999389648438,223.47999572753906,9977748,261.19000244140625,261.6199951171875,259.17999267578125,260.94140625,7287527,257.29998779296875,262.510009765625,256.1000061035156,261.1499938964844,5691820,737.3200073242188,739.280029296875,732.2000122070312,736.2949829101562,2288601,1111.0,1114.5,1096.4749755859375,1108.703125,1731700
2025-10-24 14:30:00+00:00,223.47000122070312,224.07000732421875,222.8704071044922,223.7899932861328,5240667,260.94000244140625,263.3599853515625,260.7900085449219,263.2799987792969,5490920,261.1499938964844,261.4649963378906,259.6499938964844,261.2349853515625,2223302,736.0999755859375,737.27001953125,731.1500244140625,733.6500244140625,1244080,1108.9798583984375,1108.9798583984375,1094.510009765625,1098.5152587890625,993238
2025-10-24 15:30:00+00:00,223.8000030517578,224.83880615234375,223.47000122070312,224.76519775390625,4956732,263.2900085449219,264.0299987792969,262.95001220703125,263.5799865722656,4458666,261.260009765625,261.6300048828125,260.6300048828125,261.4150085449219,1411885,733.7899780273438,734.8087158203125,731.580078125,734.2050170898438,1087570,1098.75,1102.7799072265625,1095.1099853515625,1102.2320556640625,634239
2025-10-24 16:30:00+00:00,224.75,225.25999450683594,224.5,224.83999633789062,3541318,263.5899963378906,263.7099914550781,262.8500061035156,263.6099853515625,2930456,261.4100036621094,262.2200012207031,261.0,261.80999755859375,1467413,734.3511962890625,737.6699829101562,734.3511962890625,737.34228515625,740572,1102.385009765625,1105.7498779296875,1102.1728515625,1102.250244140625,504246
2025-10-24 17:30:00+00:00,224.83999633789062,225.39999389648438,224.63499450683594,224.85000610351562,2893965,263.6099853515625,264.1300048828125,263.4100036621094,264.0199890136719,2843868,261.7929992675781,262.25,261.57501220703125,262.0,1139624,737.4500122070312,738.9099731445312,736.6900024414062,738.531005859375,714355,1102.4200439453125,1103.4998779296875,1099.75,1101.5,378292
2025-10-24 18:30:00+00:00,224.85499572753906,224.92999267578125,224.0800018310547,224.3350067138672,3037636,264.0249938964844,264.1000061035156,263.1499938964844,263.5,3187549,262.0400085449219,262.1300048828125,261.1000061035156,261.2438049316406,1122818,738.5850219726562,741.2100219726562,738.280029296875,739.3300170898438,1052833,1101.800048828125,1102.3599853515625,1098.260009765625,1099.699951171875,491231
2025-10-24 19:30:00+00:00,224.3300018310547,224.6699981689453,224.08999633789062,224.25999450683594,4094096,263.510009765625,263.6600036621094,262.1300048828125,262.739990234375,4742484,261.2200012207031,261.34259033203125,260.29998779296875,260.5150146484375,2671214,739.2000122070312,739.60498046875,736.6599731445312,738.510009765625,922328,1099.4000244140625,1099.5,1094.4100341796875,1094.6800537109375,724433
2025-10-27 13:30:00+00:00,227.80999755859375,228.39999389648438,226.52000427246094,227.35279846191406,9051670,264.8800048828125,267.04998779296875,264.65008544921875,265.7300109863281,9319511,265.364990234375,267.3399963378906,264.94000244140625,265.6400146484375,5470537,749.5700073242188,755.739990234375,748.530029296875,753.2777709960938,2857490,1100.6700439453125,1100.6700439453125,1087.300048828125,1094.9599609375,1483810
2025-10-27 14:30:00+00:00,227.34500122070312,227.45140075683594,226.61070251464844,226.93350219726562,3629663,265.739990234375,266.4200134277344,265.19500732421875,265.7099914550781,4050852,265.6400146484375,267.1700134277344,265.0400085449219,267.07000732421875,2353304,753.2800903320312,755.0,748.760009765625,750.4500122070312,1567034,1094.56005859375,1102.2498779296875,1094.56005859375,1101.06494140625,673129
2025-10-27 15:30:00+00:00,226.94000244140625,227.94000244140625,226.83999633789062,227.30999755859375,2823203,265.7099914550781,266.0899963378906,265.04998779296875,265.92999267578125,3517895,267.07000732421875,267.80499267578125,266.8299865722656,267.58740234375,2056353,750.5081787109375,752.969970703125,750.1199951171875,750.8099975585938,1039657,1101.469970703125,1101.469970703125,1095.16015625,1097.9449462890625,365850
2025-10-27 16:30:00+00:00,227.32000732421875,227.88999938964844,227.1699981689453,227.3800048828125,2630249,265.94000244140625,266.125,265.510009765625,265.6199951171875,3331147,267.6300048828125,268.45989990234375,267.3301086425781,268.32000732421875,1714036,750.7659301757812,751.0599975585938,748.1699829101562,748.655029296875,1215900,1097.9449462890625,1101.8499755859375,1097.9449462890625,1099.9100341796875,307730
2025-10-27 17:30:00+00:00,227.38999938964844,227.96499633789062,227.3699951171875,227.82000732421875,2268413,265.6300048828125,266.0150146484375,265.510009765625,265.5950012207031,2171755,268.3299865722656,269.7699890136719,268.260009765625,269.4599914550781,2143246,748.77001953125,751.52001953125,748.010009765625,750.9000244140625,711462,1100.0,1101.4798583984375,1098.860107421875,1100.0,251481
2025-10-27 18:30:00+00:00,227.82000732421875,228.0,225.5399932861328,226.52999877929688,5285877,265.5899963378906,266.7200012207031,265.4700012207031,266.7200012207031,2428332,269.4849853515625,270.260009765625,268.9849853515625,268.9849853515625,1523638,750.9199829101562,751.5999755859375,750.0,751.2249755859375,449368,1099.650146484375,1100.5799560546875,1098.4600830078125,1099.199951171875,219069
